Time (min),EGFR,EGF,ERK,EGFR internalization,ERK phosphatase,number_of_levels,
0,0,100,0,0,100,100,
0.041666666666666664,1, , , , ,
0.08333333333333333,2, , , , ,
0.125,3, , , , ,
0.16666666666666666,4, , , , ,
0.20833333333333334,5, , , , ,
0.25,6, , , , ,
0.2916666666666667,7, , , , ,
0.3333333333333333,8, , , , ,
0.375,9, , , , ,
0.4166666666666667,10, , ,1, ,
0.4583333333333333,11, , , , ,
0.5008333333333334,12, , , , ,
0.5433333333333333,13, , , , ,
0.5858333333333333,14, , , , ,
0.6283333333333333,15, , , , ,
0.6770833333333334,16, , ,2, ,
0.7142291666666667,17, , , , ,
0.757625,18, , , , ,
0.8010208333333333,19, , , , ,
0.8444166666666667,20, , , , ,
0.8887291666666667,21, , ,3, ,
0.9330416666666667,22, , , , ,
0.9773541666666666,23, , , , ,
1.0216666666666667,24, , , , ,
1.0669375,25, , ,4, ,
1.1122083333333332,26, , , , ,
1.1574791666666666,27, , , , ,
1.2078125,28, , ,5, ,
1.2490416666666666,29, ,1, , ,
1.2953333333333332,30, , , , ,
1.3422083333333332,31, , ,6, ,
1.3889583333333333,32, , , , ,
1.4362916666666667,33, , , , ,
1.4684583333333334, , , ,7, ,
1.4847291666666667,34, , , , ,
1.5331666666666666,35, , , , ,
1.5841875,36, , ,8, ,
1.6311875,37, ,2, , ,
1.6807708333333333,38, , , , ,
1.6938333333333333, , , ,9, ,
1.7315833333333333,39, , , , ,
1.7823958333333334,40, , , , ,
1.798, , , ,10, ,
1.8344791666666667,41, , , , ,
1.8865625,42, ,3, , ,
1.8971875, , , ,11, ,
1.9399791666666666,43, , , , ,
1.9933958333333333,44, , ,12, ,
2.0468125,45, , , , ,
2.094895833333333, , , ,13, ,
2.1031041666666668,46, ,4, , ,
2.1593958333333334,47, , , , ,
2.174625, , , ,14, ,
2.21725,48, , , , ,
2.261416666666667, , , ,15, ,
2.2767708333333334,49, ,5, , ,
2.34475,50, , ,16, ,
