cEGFRi	cEGFR	cERK	
171	21.5465100098	58.380068245	21.3755100098	
172	21.7800302828	58.6076961649	21.6080302828	
173	22.0144610675	58.8334559227	21.8414610675	
174	22.2497948911	59.0573402341	22.0757948911	
175	22.4860242521	59.279341875	22.3110242521	
176	22.7231416196	59.499453681	22.5471416196	
177	22.9611394343	59.717668548	22.7841394343	
178	23.2000101085	59.9339794325	23.0220101085	
179	23.4397460262	60.1483793517	23.2607460262	
180	23.6803395436	60.3608613835	23.5003395436	
181	23.9217829892	60.5714186671	23.7407829892	
182	24.1640686638	60.7800444032	23.9820686638	
183	24.4071888415	60.9867318539	24.2241888415	
184	24.6511357689	61.1914743432	24.4671357689	
185	24.8959016662	61.394265257	24.7109016662	
186	25.1414787273	61.5950980437	24.9554787273	
187	25.3878591194	61.7939662139	25.2008591194	
188	25.6350349843	61.9908633409	25.4470349843	
189	25.8829984377	62.185783061	25.6939984377	
190	26.1317415699	62.3787190735	25.9417415699	
191	26.3812564462	62.569665141	26.1902564462	
192	26.6315351068	62.7586150894	26.4395351068	
193	26.8825695671	62.9455628086	26.6895695671	
194	27.1343518184	63.130502252	26.9403518184	
195	27.3868738274	63.3134274375	27.1918738274	
196	27.6401275371	63.4943324469	27.4441275371	
197	27.8941048669	63.6732114266	27.6971048669	
198	28.1487977126	63.8500585876	27.9507977126	
199	28.404197947	64.0248682059	28.205197947	
200	28.6602974198	64.1976346223	28.4602974198	
201	28.9170879583	64.368352243	28.7160879583	
202	29.1745613672	64.5370155393	28.9725613672	
203	29.4327094294	64.7036190484	29.2297094294	
204	29.6915239056	64.868157373	29.4875239056	
205	29.9509965351	65.0306251817	29.7459965351	
206	30.2111190358	65.1910172094	30.0051190358	
207	30.4718831046	65.3493282571	30.2648831046	
208	30.7332804177	65.5055531923	30.5252804177	
209	30.9953026304	65.659686949	30.7863026304	
210	31.2579413782	65.8117245279	31.0479413782	
211	31.5211882763	65.9616609969	31.3101882763	
212	31.7850349203	66.1094914907	31.5730349203	
213	32.0494728863	66.2552112113	31.8364728863	
214	32.3144937311	66.3988154282	32.1004937311	
215	32.5800889929	66.5402994784	32.3650889929	
216	32.8462501908	66.6796587664	32.6302501908	
217	33.1129688258	66.8168887649	32.8959688258	
218	33.3802363809	66.9519850143	33.1622363809	
219	33.648044321	67.0849431233	33.429044321	
220	33.9163840934	67.2157587687	33.6963840934	
221	34.1852471285	67.3444276959	33.9642471285	
222	34.4546248393	67.4709457189	34.2326248393	
223	34.7245086222	67.5953087202	34.5015086222	
224	34.9948898571	67.7175126512	34.7708898571	
225	35.2657599077	67.8375535324	35.0407599077	
226	35.5371101218	67.9554274531	35.3111101218	
227	35.8089318316	68.0711305721	35.5819318316	
228	36.0812163539	68.1846591175	35.8532163539	
229	36.3539549904	68.2960093867	36.1249549904	
230	36.6271390279	68.4051777467	36.3971390279	
231	36.9007597389	68.5121606345	36.6697597389	
232	37.1748083814	68.6169545566	36.9428083814	
233	37.4492761997	68.7195560895	37.2162761997	
234	37.724154424	68.81996188	37.490154424	
235	37.9994342715	68.9181686446	37.7644342715	
236	38.2751069461	69.0141731704	38.0391069461	
237	38.5511636388	69.1079723148	38.3141636388	
238	38.8275955281	69.1995630057	38.5895955281	
239	39.1043937801	69.2889422415	38.8653937801	
240	39.381549549	69.3761070912	39.141549549	
241	39.6590539774	69.4610546949	39.4180539774	
242	39.9368981962	69.543782263	39.6948981962	
243	40.2150733252	69.6242870775	39.9720733252	
244	40.4935704736	69.7025664909	40.2495704736	
245	40.7723807395	69.7786179271	40.5273807395	
246	41.0514952112	69.8524388812	40.8054952112	
247	41.3309049667	69.9240269195	41.0839049667	
248	41.6106010744	69.9933796797	41.3626010744	
249	41.8905745931	70.0604948711	41.6415745931	
250	42.1708165726	70.1253702744	41.9208165726	
251	42.4513180537	70.1880037418	42.2003180537	
252	42.7320700687	70.2483931974	42.4800700687	
253	43.0130636415	70.3065366368	42.7600636415	
254	43.294289788	70.3624321277	43.040289788	
255	43.5757395165	70.4160778094	43.3207395165	
256	43.8574038278	70.4674718933	43.6014038278	
257	44.1392737153	70.5166126626	43.8822737153	
258	44.421340166	70.5634984729	44.163340166	
259	44.7035941599	70.6081277516	44.4445941599	
260	44.9860266709	70.6504989983	44.7260266709	
261	45.2686286669	70.690610785	45.0076286669	
262	45.55139111	70.7284617556	45.28939111	
263	45.8343049571	70.7640506267	45.5713049571	
264	46.1173611596	70.7973761871	45.8533611596	
265	46.4005506643	70.8284372978	46.1355506643	
266	46.6838644135	70.8572328925	46.4178644135	
267	46.9672933451	70.8837619772	46.7002933451	
268	47.250828393	70.9080236304	46.982828393	
269	47.5344604875	70.9300170033	47.2654604875	
270	47.8181805555	70.9497413194	47.5481805555	
271	48.1019795208	70.9671958749	47.8309795208	
272	48.3858483043	70.9823800388	48.1138483043	
273	48.6697778244	70.9952932523	48.3967778244	
274	48.9537589975	71.0059350297	48.6797589975	
275	49.2377827376	71.0143049578	48.9627827376	
276	49.5218399574	71.0204026959	49.2458399574	
277	49.8059215682	71.0242279762	49.5289215682	
278	50.0900184801	71.0257806037	49.8120184801	
279	50.3741216025	71.0250604558	50.0951216025	
280	50.6582218443	71.022067483	50.3782218443	
281	50.9423101143	71.0168017082	50.6613101143	
282	51.2263773211	71.0092632273	50.9443773211	
283	51.510414374	70.9994522088	51.227414374	
284	51.7944121828	70.9873688938	51.5104121828	
285	52.0783616584	70.9730135963	51.7933616584	
286	52.3622537128	70.956386703	52.0762537128	
287	52.6460792596	70.9374886733	52.3590792596	
288	52.9298292143	70.9163200393	52.6418292143	
289	53.2134944945	70.8928814056	52.9244944945	
290	53.4970660201	70.8671734496	53.2070660201	
291	53.7805347139	70.8391969214	53.4895347139	
292	54.0638915016	70.8089526437	53.7718915016	
293	54.3471273121	70.7764415117	54.0541273121	
294	54.6302330782	70.7416644932	54.3362330782	
295	54.9131997362	70.7046226286	54.6181997362	
296	55.1960182267	70.6653170307	54.9000182267	
297	55.4786794948	70.6237488849	55.1816794948	
298	55.7611744903	70.5799194489	55.4631744903	
299	56.0434941681	70.533830053	55.7444941681	
300	56.3256294883	70.4854820997	56.0256294883	
301	56.6075714167	70.4348770638	56.3065714167	
302	56.889310925	70.3820164924	56.587310925	
303	57.170838991	70.326902005	56.867838991	
304	57.452146599	70.2695352931	57.148146599	
305	57.7332247402	70.2099181203	57.4282247402	
306	58.0140644126	70.1480523224	57.7080644126	
307	58.2946566219	70.0839398071	57.9876566219	
308	58.5749923812	70.0175825541	58.2669923812	
309	58.8550627114	69.9489826151	58.5460627114	
310	59.1348586418	69.8781421134	58.8248586418	
311	59.4143712103	69.8050632442	59.1033712103	
312	59.6935914633	69.7297482746	59.3815914633	
313	59.9725104564	69.6521995428	59.6595104564	
314	60.2511192545	69.5724194592	59.9371192545	
315	60.5294089324	69.4904105052	60.2144089324	
316	60.8073705744	69.4061752337	60.4913705744	
317	61.0849952753	69.3197162691	60.7679952753	
318	61.3622741404	69.2310363069	61.0442741404	
319	61.6391982856	69.1401381138	61.3201982856	
320	61.9157588381	69.0470245275	61.5957588381	
321	62.1919469362	68.9516984568	61.8709469362	
322	62.46775373	68.8541628813	62.14575373	
323	62.7431703815	68.7544208515	62.4201703815	
324	63.0181880649	68.6524754884	62.6941880649	
325	63.2927979669	68.5483299839	62.9677979669	
326	63.5669912868	68.4419876002	63.2409912868	
327	63.8407592372	68.3334516699	63.5137592372	
328	64.1140930439	68.222725596	63.7860930439	
329	64.3869839463	68.1098128516	64.0579839463	
330	64.6594231977	67.99471698	64.3294231977	
331	64.9314020656	67.8774415945	64.6004020656	
332	65.202911832	67.7579903779	64.870911832	
333	65.4739437935	67.6363670833	65.1409437935	
334	65.7444892618	67.5125755329	65.4104892618	
335	66.014539564	67.3866196188	65.679539564	
336	66.2840860425	67.2585033023	65.9480860425	
337	66.5531200557	67.128230614	66.2161200557	
338	66.8216329781	66.9958056535	66.4836329781	
339	67.0896162007	66.8612325897	66.7506162007	
340	67.3570611311	66.7245156601	67.0170611311	
341	67.6239591937	66.5856591711	67.2829591937	
342	67.8903018304	66.4446674975	67.5483018304	
343	68.1560805004	66.3015450829	67.8130805004	
344	68.4212866807	66.1562964389	68.0772866807	
345	68.6859118665	66.0089261454	68.3409118665	
346	68.9499475711	65.8594388505	68.6039475711	
347	69.2133853265	65.7078392699	68.8663853265	
348	69.4762166836	65.5541321873	69.1282166836	
349	69.7384332123	65.3983224538	69.3894332123	
350	70.0000265021	65.2404149882	69.6500265021	
351	70.2609881621	65.0804147761	69.9099881621	
352	70.5213098212	64.9183268708	70.1693098212	
353	70.7809831287	64.7541563923	70.4279831287	
354	71.0399997542	64.5879085272	70.6859997542	
355	71.2983513883	64.4195885292	70.9433513883	
356	71.5560297425	64.2492017181	71.2000297425	
357	71.8130265493	64.0767534802	71.4560265493	
358	72.0693335632	63.9022492678	71.7113335632	
359	72.3249425603	63.7256945993	71.9659425603	
360	72.5798453387	63.5470950588	72.2198453387	
361	72.8340337189	63.3664562961	72.4730337189	
362	73.0874995441	63.1837840263	72.7254995441	
363	73.3402346802	62.99908403	72.9772346802	
364	73.5922310164	62.8123621525	73.2282310164	
365	73.843480465	62.6236243044	73.478480465	
366	74.0939749622	62.4328764607	73.7279749622	
367	74.343706468	62.240124661	73.976706468	
368	74.5926669667	62.0453750092	74.2246669667	
369	74.8408484667	61.8486336735	74.4718484667	
370	75.0882430014	61.6499068858	74.7182430014	
371	75.3348426289	61.4492009418	74.9638426289	
372	75.5806394327	61.2465222007	75.2086394327	
373	75.8256255215	61.0418770853	75.4526255215	
374	76.0697930299	60.8352720811	75.6957930299	
375	76.3131341182	60.6267137369	75.9381341182	
376	76.5556409731	60.4162086639	76.1796409731	
377	76.7973058078	60.2037635361	76.4203058078	
378	77.0381208619	59.9893850897	76.6601208619	
379	77.2780784023	59.7730801228	76.8990784023	
380	77.5171707228	59.5548554956	77.1371707228	
381	77.7553901448	59.3347181298	77.3743901448	
382	77.9927290173	59.1126750086	77.6107290173	
383	78.2291797173	58.8887331765	77.8461797173	
384	78.46473465	58.6628997387	78.08073465	
385	78.699386249	58.4351818615	78.314386249	
386	78.9331269764	58.2055867715	78.5471269764	
387	79.1659493235	57.9741217557	78.7789493235	
388	79.3978458105	57.7407941611	79.0098458105	
389	79.6288089872	57.5056113947	79.2398089872	
390	79.8588314327	57.2685809228	79.4688314327	
391	80.0879057564	57.0297102713	79.6969057564	
392	80.3160245975	56.7890070253	79.9240245975	
393	80.5431806256	56.5464788285	80.1501806256	
394	80.7693665409	56.3021333835	80.3753665409	
395	80.9945750745	56.0559784511	80.5995750745	
396	81.2187989883	55.8080218505	80.8227989883	
397	81.4420310757	55.5582714586	81.0450310757	
398	81.6642641615	55.30673521	81.2662641615	
399	81.8854911024	55.0534210967	81.4864911024	
400	82.1057047867	54.7983371679	81.7057047867	
401	82.3248981354	54.5414915296	81.9238981354	
402	82.5430641015	54.2828923445	82.1410641015	
403	82.7601956709	54.0225478317	82.3571956709	
404	82.9762858622	53.7604662664	82.5722858622	
405	83.1913277273	53.4966559795	82.7863277273	
406	83.4053143512	53.2311253577	82.9993143512	
407	83.6182388526	52.9638828428	83.2112388526	
408	83.830094384	52.694936932	83.422094384	
409	84.0408741317	52.424296177	83.6318741317	
410	84.2505713165	52.1519691839	83.8405713165	
411	84.4591791932	51.8779646134	84.0481791932	
412	84.6666910516	51.6022911798	84.2546910516	
413	84.8731002164	51.3249576514	84.4601002164	
414	85.078400047	51.0459728497	84.664400047	
415	85.2825839384	50.7653456493	84.8675839384	
416	85.485645321	50.4830849778	85.069645321	
417	85.6875776609	50.1991998152	85.2705776609	
418	85.8883744601	49.9136991939	85.4703744601	
419	86.0880292569	49.6265921983	85.6690292569	
420	86.2865356257	49.3378879642	85.8665356257	
421	86.4838871776	49.0475956792	86.0628871776	
422	86.6800775603	48.7557245818	86.2580775603	
423	86.8751004586	48.4622839613	86.4521004586	
424	87.0689495944	48.1672831576	86.6449495944	
425	87.2616187271	47.8707315609	86.8366187271	
426	87.4531016533	47.5726386111	87.0271016533	
427	87.6433922078	47.2730137978	87.2163922078	
428	87.832484263	46.9718666602	87.404484263	
429	88.0203717296	46.6692067861	87.5913717296	
430	88.2070485567	46.3650438122	87.7770485567	
431	88.392508732	46.0593874238	87.961508732	
432	88.5767462817	45.7522473539	88.1447462817	
433	88.7597552711	45.4436333837	88.3267552711	
434	88.9415298046	45.1335553415	88.5075298046	
435	89.122064026	44.8220231031	88.687064026	
436	89.3013521184	44.5090465909	88.8653521184	
437	89.4793883048	44.1946357739	89.0423883048	
438	89.6561668479	43.8788006675	89.2181668479	
439	89.8316820505	43.5615513327	89.3926820505	
440	90.0059282559	43.2428978763	89.5659282559	
441	90.1788998474	42.9228504502	89.7378998474	
442	90.3505912492	42.6014192515	89.9085912492	
443	90.5209969262	42.2786145215	90.0779969262	
444	90.6901113843	41.9544465461	90.2461113843	
445	90.8579291705	41.628925655	90.4129291705	
446	91.0244448731	41.3020622216	90.5784448731	
447	91.189653122	40.9738666626	90.742653122	
448	91.3535485886	40.6443494377	90.9055485886	
449	91.5161259864	40.313521049	91.0671259864	
450	91.6773800706	39.9813920411	91.2273800706	
451	91.8373056387	39.6479730005	91.3863056387	
452	91.9958975307	39.3132745554	91.5438975307	
453	92.1531506289	38.9773073751	91.7001506289	
454	92.3090598584	38.6400821701	91.8550598584	
455	92.4636201871	38.3016096912	92.0086201871	
456	92.6168266259	37.9619007297	92.1608266259	
457	92.7686742288	37.6209661167	92.3116742288	
458	92.9191580933	37.2788167229	92.4611580933	
459	93.0682733602	36.9354634582	92.6092733602	
460	93.216015214	36.5909172713	92.756015214	
461	93.3623788831	36.2451891496	92.9013788831	
462	93.5073596397	35.8982901185	93.0453596397	
463	93.6509528002	35.5502312414	93.1879528002	
464	93.7931537251	35.201023619	93.3291537251	
465	93.9339578196	34.8506783892	93.4689578196	
466	94.0733605332	34.4992067266	93.6073605332	
467	94.2113573601	34.1466198424	93.7443573601	
468	94.3479438394	33.7929289835	93.8799438394	
469	94.4831155554	33.4381454328	94.0141155554	
470	94.6168681371	33.0822805083	94.1468681371	
471	94.7491972591	32.7253455632	94.2781972591	
472	94.8800986414	32.3673519852	94.4080986414	
473	95.0095680493	32.008311196	94.5365680493	
474	95.1376012941	31.6482346516	94.6636012941	
475	95.2641942327	31.2871338413	94.7891942327	
476	95.3893427681	30.9250202874	94.9133427681	
477	95.5130428492	30.5619055453	95.0360428492	
478	95.6352904714	30.1978012025	95.1572904714	
479	95.7560816762	29.8327188787	95.2770816762	
480	95.8754125517	29.4666702253	95.3954125517	
481	95.9932792326	29.0996669249	95.5122792326	
482	96.1096779003	28.731720691	95.6276779003	
483	96.2246047831	28.3628432678	95.7416047831	
484	96.3380561562	27.9930464296	95.8540561562	
485	96.4500283419	27.6223419803	95.9650283419	
486	96.5605177098	27.2507417536	96.0745177098	
487	96.6695206768	26.8782576119	96.1825206768	
488	96.7770337073	26.5049014465	96.2890337073	
489	96.8830533131	26.1306851768	96.3940533131	
490	96.9875760538	25.7556207503	96.4975760538	
491	97.0905985368	25.3797201419	96.5995985368	
492	97.1921174173	25.0029953536	96.7001174173	
493	97.2921293987	24.6254584143	96.7991293987	
494	97.3906312324	24.2471213791	96.8966312324	
495	97.4876197179	23.8679963292	96.9926197179	
496	97.5830917032	23.4880953715	97.0870917032	
497	97.6770440847	23.1074306379	97.1800440847	
498	97.7694738073	22.7260142852	97.2714738073	
499	97.8603778644	22.3438584947	97.3613778644	
500	97.9497532984	21.9609754718	97.4497532984	
501	98.0375972003	21.5773774454	97.5365972003	
502	98.1239067101	21.1930766678	97.6219067101	
503	98.2086790167	20.8080854141	97.7056790167	
504	98.2919113584	20.422415982	97.7879113584	
505	98.3736010223	20.0360806911	97.8686010223	
506	98.4537453451	19.649091883	97.9477453451	
507	98.5323417126	19.2614619202	98.0253417126	
508	98.6093875603	18.8732031865	98.1013875603	
509	98.684880373	18.484328086	98.175880373	
510	98.7588176854	18.094849043	98.2488176854	
511	98.8311970815	17.7047785015	98.3201970815	
512	98.9020161956	17.3141289249	98.3900161956	
513	98.9712727113	16.9229127953	98.4582727113	
514	99.0389643624	16.5311426136	98.5249643624	
515	99.1050889329	16.1388308987	98.5900889329	
516	99.1696442565	15.7459901873	98.6536442565	
517	99.2326282172	15.3526330332	98.7156282172	
518	99.2940387494	14.9587720075	98.7760387494	
519	99.3538738374	14.5644196975	98.8348738374	
520	99.4121315162	14.1695887068	98.8921315162	
521	99.468809871	13.7742916547	98.947809871	
522	99.5239070376	13.3785411757	99.0019070376	
523	99.5774212023	12.9823499194	99.0544212023	
524	99.629350602	12.5857305498	99.105350602	
525	99.6796935242	12.188695745	99.1546935242	
526	99.7284483072	11.7912581968	99.2024483072	
527	99.77561334	11.3934306103	99.24861334	
528	99.8211870624	10.9952257036	99.2931870624	
529	99.8651679652	10.5966562071	99.3361679652	
530	99.9075545901	10.1977348634	99.3775545901	
531	99.9483455295	9.79847442661	99.4173455295	
532	99.9875394272	9.39888766237	99.4555394272	
533	100.025134978	8.99898734696	99.4921349779	
534	100.061130928	8.59878626713	99.5271309273	
535	100.095526073	8.19829721972	99.5605260723	
536	100.128319262	7.79753301114	99.5923192612	
537	100.159509394	7.39650645705	99.6225093932	
538	100.18909542	6.9952303819	99.6510954191	
539	100.217076341	6.59371761855	99.6780763406	
540	100.243451212	6.19198100783	99.7034512111	
541	100.268219136	5.79003339814	99.7272191351	
542	100.291379269	5.38788764506	99.7493792687	
543	100.31293082	4.98555661091	99.7699308193	
544	100.332873046	4.58305316435	99.7888730457	
545	100.351205259	4.18039017999	99.8062052584	
546	100.36792682	3.77758053792	99.8219268191	
547	100.383037142	3.37463712337	99.8360371413	
548	100.39653569	2.97157282624	99.8485356897	
549	100.408421982	2.56840054072	99.8594219811	
550	100.418695584	2.16513316488	99.8686955832	
551	100.427356116	1.76178360021	99.8763561159	
552	100.434403251	1.35836475128	99.8824032503	
553	100.43983671	0.954889525277	99.8868367093	
554	100.443656268	0.551370831603	99.8896562674	
555	100.445861751	0.147821581464	99.8908617507	
556	100.446453037	-0.255745312541	99.890453037	
557	100.445430056	-0.659316936837	99.8884300558	
558	100.442792788	-1.06288037728	99.884792788	
559	100.438541267	-1.46642271958	99.8795412665	
560	100.432675576	-1.86993104971	99.8726755757	
561	100.425195852	-2.27339245432	99.8641958515	
562	100.416102282	-2.67679402113	99.8541022816	
563	100.405395106	-3.08012283938	99.8423951055	
564	100.393074615	-3.48336600023	99.8290746142	
565	100.379141151	-3.88651059714	99.8141411502	
566	100.363595108	-4.28954372634	99.7975951078	
567	100.346436933	-4.6924524872	99.7794369329	
568	100.327667123	-5.09522398267	99.7596671229	
569	100.307286227	-5.49784531965	99.738286227	
570	100.285294846	-5.90030360946	99.7152948457	
571	100.261693632	-6.30258596823	99.6906936313	
572	100.236483288	-6.70467951728	99.6644832874	
573	100.20966457	-7.10657138358	99.6366645694	
574	100.181238284	-7.50824870013	99.6072382838	
575	100.151205289	-7.9096986064	99.576205289	
576	100.119566495	-8.31090824872	99.5435664946	
577	100.086322862	-8.71186478067	99.5093228616	
578	100.051475403	-9.11255536356	99.4734754025	
579	100.015025181	-9.51296716678	99.436025181	
580	99.9769733124	-9.91308736823	99.3969733124	
581	99.9373209629	-10.3129031547	99.3563209629	
582	99.8960693503	-10.7124017224	99.3140693503	
583	99.8532197434	-11.1115702772	99.2702197434	
584	99.8087734623	-11.5103960351	99.2247734623	
585	99.7627318781	-11.9088662228	99.1777318781	
586	99.7150964132	-12.3069680779	99.1290964132	
